Identifier,db,doi,Type,Author,Title,Year,Abstract,Keywords,BibliographyType,ISBN,Journal,Volume,Number,Month,Pages,Address,URL,Booktitle,Edition,Series,Editor,Publisher,Abstract,Keywords
"6270634",IEEE,"10.1109/IPDPSW.2012.13",InProceedings,"Wu, Q.; Yang, C.; Wang, F. & Xue, J.","A Fast Parallel Implementation of Molecular Dynamics with the Morse Potential on a Heterogeneous Petascale Supercomputer",2012,"Molecular Dynamics (MD) simulations have been widely used in the study of macromolecules. To ensure an acceptable level of statistical accuracy relatively large number of particles are needed, which calls for high performance implementations of MD. These days heterogeneous systems, with their high performance potential, low power consumption, and high price-performance ratio, offer a viable alternative for running MD simulations. In this paper we introduce a fast parallel implementation of MD simulation with the Morse potential on Tianhe-1A, a petascale heterogeneous supercomputer. Our code achieves a speedup of 3.6× on one NVIDIA Tesla M2050 GPU (containing 14 Streaming Multiprocessors) compared to a 2.93GHz six-core Intel Xeon X5670 CPU. In addition, our code runs faster on 1024 compute nodes (with two CPUs and one GPU inside a node) than on 4096 GPU-excluded nodes, effectively rendering one GPU more efficient than six six-core CPUs. Our work shows that large-scale MD simulations can benefit enormously from GPU acceleration in petascale supercomputing platforms. Our performance results are achieved by using (1) a patch-cell design to exploit parallelism across the simulation domain, (2) a new GPU kernel developed by taking advantage of Newtonś Third Law to reduce redundant force computation on GPUs, (3) two optimization methods including a dynamic load balancing strategy that adjusts the workload, and a communication overlapping method to overlap the communications between CPUs and GPUs.","Morse potential;chemistry computing;graphics processing units;macromolecules;molecular dynamics method;parallel machines;resource allocation;statistical analysis;GPU acceleration;GPU kernel;GPU-excluded node;MD simulation;Morse potential;NVIDIA Tesla M2050 GPU;Newton Third Law;Tianhe-1A;communication overlapping method;dynamic load balancing strategy;fast parallel implementation;heterogeneous petascale supercomputer;heterogeneous systems;macromolecules;molecular dynamics simulation;optimization method;parallelism;patch-cell design;petascale supercomputing platform;redundant force computation;six-core Intel Xeon X5670 CPU;statistical accuracy;streaming multiprocessors;workload adjustment;Computational modeling;Force;Graphics processing unit;Indexes;Instruction sets;Kernel;Mathematical model;GPU computing;Molecular Dynamics;heterogeneous computing;petascale supercomputer",6,"","","",,"May","140-149","","","2012 IEEE 26th International Parallel and Distributed Processing Symposium Workshops PhD Forum","","","",""
"Wolf2007223",ScienceDirect,"10.1016/B978-012369485-0/50005-1",InCollection,"Wolf, Wayne","Chapter 4 - Processes and Operating Systems",2007,"Publisher Summary Multiple processes may be executed on a single computer processing unit (CPU) to save hardware and, to some extent, to save energy; however, it is important to be careful to share the CPU\ so as to meet all the real-time deadlines. A large body of literature has been written on real-time scheduling, taking into account various conditions on execution and assumptions. Real-time operating systems must be designed to efficiently implement basic operations such as scheduling, interrupt handling, and interprocess communication. Several scheduling protocols can be used to guarantee basic real-time behavior. However, it may not be possible to use 100% of the CPU\ if it has to be guaranteed that all the deadlines will be met. Scheduling for dynamic voltage scaling tries to stretch the execution time of processes just to meet their deadline to take advantage of the lower operating voltages allowed by slower execution. Context switching and interrupt overhead may be important in heavily utilized systems. File systems implemented in flash memory must use specialized techniques to avoid wearing out the flash memory. Concurrent system verification builds and searches state machine models to determine whether desired properties are satisfied. ","",5,"978-0-12-369485-0","","",,"","223 - 265","San Francisco","http://www.sciencedirect.com/science/article/pii/B9780123694850500051","High-Performance Embedded Computing","","","Wolf, Wayne","Morgan Kaufmann"
"Wolf2014201",ScienceDirect,"10.1016/B978-0-12-410511-9.00004-6",InCollection,"Wolf, Marilyn","Chapter 4 - Processes and Operating Systems",2014,"Abstract This chapter covers multiple-process systems. It compares scheduling algorithms, including the interaction between language design and scheduling mechanisms. It evaluates operating system architectures and the overhead incurred by the operating system and also considers methods for verifying the behavior of multiple process systems. ","processes and scheduling, processes versus tasks, static versus dynamic, constructive versus iterative improvement, priority schedulers, real-time versus general-purpose, hard versus soft, deadline definitions, process specifications, utilization, static scheduling algorithms, data dependencies and scheduling, resource dependencies, implementation, list scheduler, interval scheduling, dynamic and priority-driven scheduling, static versus dynamic priorities, Liu and Layland, RMS priority assignment, RMS utilization, earliest deadline first, least-laxity first scheduling, response time, priority inversion, priority inheritance protocols, priority ceiling protocol, hot swapping, mixed-criticality schedulability, load-based schedulability, PLRS, CBEDF, ductility, scheduling for dynamic voltage scaling, discrete voltages and frequencies, slack-based scheduling, checkpoint-driven scheduling, leakage minimization, leakage and temperature, multitasking and caches, program placement for caches, simplified process caching models, caches and scheduling, multitasking and scratch pads, CFSMs, Petri-net scheduling, software thread integration, Giotto, SHIM, general-purpose versus real-time, interrupts and scheduling, ISRs and ISTs, OS simulation, overhead study, RTU, Spring scheduler, RTM, IPC in general-purpose systems, streaming and large transfers, ACPI, embedded file systems, flash-based file challenges, wear leveling, virtual mapping, block cleaning costs, log-structured file systems, NAND versus \{NOR\} flash, NAND-oriented file systems, block-device emulation, properties, deadlock, property specification, product machines, debugging ",5,"978-0-12-410511-9","","",,"","201 - 241","Boston","http://www.sciencedirect.com/science/article/pii/B9780124105119000046","High-Performance Embedded Computing (Second Edition)","Second Edition","","Wolf, Marilyn","Morgan Kaufmann"
"4397184",IEEE,"10.1109/MDT.2007.196",Article,"Wilson, P.; Frey, A.; Mihm, T.; Kershaw, D. & Alves, T.","Implementing Embedded Security on Dual-Virtual-CPU Systems",2007,"In this article, we describe a low-cost, dual-virtual-CPU hardware technology for embedded-systems security. We also present a case study of a programmable software design to exploit such hardware. This design integrates a rich operating system without requiring significant changes to it, while maintaining preemptive and real-time properties, exception handling, and power management.","cryptography;embedded systems;flash memories;logic partitioning;operating systems (computers);virtual storage;dual-virtual-CPU system;embedded-systems security;flash memory;logical partitioning;off-chip storage device;operating system;programmable software design;Application software;Central Processing Unit;Circuit testing;Hardware;Information security;Isolation technology;Kernel;Operating systems;Packaging;Space technology;TrustZone technology;embedded security;programmable;security software framework",7,"","IEEE Design Test of Computers","24",6,"Nov","582-591","","","","","","",""
"4536359",IEEE,"10.1109/IPDPS.2008.4536359",InProceedings,"Wheeler, K. B.; Murphy, R. C. & Thain, D.","Qthreads: An API for programming with millions of lightweight threads",2008,"Large scale hardware-supported multithreading, an attractive means of increasing computational power, benefits significantly from low per-thread costs. Hardware support for lightweight threads is a developing area of research. Each architecture with such support provides a unique interface, hindering development for them and comparisons between them. A portable abstraction that provides basic lightweight thread control and synchronization primitives is needed. Such an abstraction would assist in exploring both the architectural needs of large scale threading and the semantic power of existing languages. Managing thread resources is a problem that must be addressed if massive parallelism is to be popularized. The qthread abstraction enables development of large-scale multithreading applications on commodity architectures. This paper introduces the qthread API and its Unix implementation, discusses resource management, and presents performance results from the HPCCG benchmark.","Unix;application program interfaces;multi-threading;resource allocation;API;HPCCG benchmark;Qthreads;Unix implementation;application program interfaces;large scale hardware supported multithreading;lightweight threads;qthread API;qthread abstraction;resource management;Computer architecture;Costs;Hardware;Laboratories;Large-scale systems;Multithreading;Parallel processing;Programming profession;Resource management;Yarn",6,"","","",,"April","1-8","","","2008 IEEE International Symposium on Parallel and Distributed Processing","","","",""
"4239012",IEEE,"10.1109/ICNSC.2007.372799",InProceedings,"Wang, X.; Zhao, X.; Liang, Z. & Tan, M.","Deploying a Wireless Sensor Network on the Coal Mines",2007,"In this paper we describe our experiences using a wireless sensor network to monitor the coal mines with sensors. Wireless networks that link sensors have the potential to greatly benefit for monitoring of coal mine conditions and localization of miners. Substituting light, small wireless sensor network nodes for traditional wired, heavy and fixed monitoring equipment leads to faster, easier and larger-scale deployments in complicated environment. Network consisted of many wireless sensor nodes is now feasible in practice. The primary problem of designing a wireless sensor network for coal mine monitoring and localization of miners is the high system reliability and robustness demanded by its application and safety. The topology of sensor networks is also a main factor we have to take into account. The sensor network application we designed for coal mine monitoring bases on Berkeley TinyOS and Motes platform. We evaluate this design and gain some useful experiences which will benefit our subsequent work.","coal;mining industry;wireless sensor networks;coal mine monitoring;high system reliability;larger-scale deployments;miners localization;wireless sensor network;Accidents;Automation;Energy management;Large-scale systems;Monitoring;Network topology;Reliability;Robustness;Safety;Wireless sensor networks",6,"","","",,"April","324-328","","","2007 IEEE International Conference on Networking, Sensing and Control","","","",""
"5302678",IEEE,"10.1109/WICOM.2009.5302678",InProceedings,"h. Wang, W.; l. Cui, Y. & m. Chen, T.","Identity-Based Authentication Protocol with Paring of Tate on WSN",2009,"Identity cryptography is widely used in security authentication. This paper proposes a standard identity-based authentication scheme, and also proves the security of the scheme under passive attack. On the basis of ECC and bilinear maps, paper implements the authentication protocol in the platform of TinyOs. Finally, paper analyzes its result and proves its feasibility.","cryptographic protocols;message authentication;telecommunication security;wireless sensor networks;TinyOs platform;WSN;cryptography;identity-based authentication protocols;security authentication;wireless sensor networks;Application software;Authentication;Cryptographic protocols;Electronic mail;Elliptic curve cryptography;Hardware;Identity-based encryption;Public key cryptography;Security;Wireless sensor networks",6,"","","",,"Sept","1-4","","","2009 5th International Conference on Wireless Communications, Networking and Mobile Computing","","","",""
"Wang2012",SpringerLink,"10.1007/978-3-642-31837-5_55",InBook,"Wang, Juan; Ma, Wei & Liu, Dan","Porting Contiki Operating System to RIEST2430",2012,"Based on the analysis of the structure and elements of Contiki embedded real-time operating system, this paper presents the experience with implementing the transplantation of Contiki to the CC2430-based and low-power RIEST2430 platform. Lastly, we test the function of the porting modules. The test results show that all modules work correctly.","",5,"978-3-642-31837-5","","",,"","381--386","Berlin, Heidelberg","https://doi.org/10.1007/978-3-642-31837-5_55","Emerging Intelligent Computing Technology and Applications: 8th International Conference, ICIC 2012, Huangshan, China, July 25-29, 2012. Proceedings","","","Huang, De-Shuang; Gupta, Phalguni; Zhang, Xiang & Premaratne, Prashan","Springer Berlin Heidelberg"
"Walls2012229",ScienceDirect,"10.1016/B978-0-12-415822-1.00006-4",InCollection,"Walls, Colin","Chapter 6 - Real Time",2012,"This chapter focuses on the core features of real time systems. Four ways to implement a real time system have been described. Visualizing program models and event handling in embedded systems are presented in “question and answer” format. The importance of interrupts in a real-time program is also discussed. It was concluded that programming to accommodate interrupts is being readily accomplished in C using modern development tools. ","",5,"978-0-12-415822-1","","",,"","229 - 241","Oxford","http://www.sciencedirect.com/science/article/pii/B9780124158221000064","Embedded Software (Second Edition)","Second Edition","","Walls, Colin","Newnes"
"Voelter2013",SpringerLink,"10.1007/s10515-013-0120-4",Article,"Voelter, Markus; Ratiu, Daniel; Kolb, Bernd & Schaetz, Bernhard","mbeddr: instantiating a language workbench in the embedded software domain",2013,"Tools can boost software developer productivity, but building custom tools is prohibitively expensive, especially for small organizations. For example, embedded programmers often have to use low-level C with limited IDE support, and integrated into an off-the-shelf tool chain in an ad-hoc way.","",7,"","Automated Software Engineering","20",3,"Sep","339--390","","https://doi.org/10.1007/s10515-013-0120-4","","","","",""
"Venkatesan2017311",ScienceDirect,"10.1016/j.vlsi.2016.12.001",Article,"Venkatesan, Varun; Ponpandi, Swamy D. & Tyagi, Akhilesh","Shaping data for application performance and energy optimization in dynamic data view framework",2017,"Abstract Memory access bottlenecks are often due to the result of mismatch between the processor hardwareś view of data and the algorithmic/logical view of data. This variation in data views is especially more pronounced in applications involving large datasets, leading to significantly increased latency and user response times. Previous attempts to tackle this problem were primarily targeted at execution time optimization. We present a dynamic technique piggybacked on the classical dynamic binary optimization (DBO) to shape the data view for each program phase differently resulting in program execution time reduction along with reductions in access energy. Our implementation rearranges non-adjacent data into a contiguous dataview. It uses wrappers to replace irregular data access patterns with spatially local dataview. DDV\ (Dynamic data view), a runtime dynamic binary translation and optimization framework has been used to perform runtime instrumentation and dynamic data optimization to achieve this goal. This scheme not only ensures a reduced program execution time, but also results in lower cache access energy. Some of the commonly used benchmarks from the SPEC\ 2006 and SPLASH-2 suite were profiled to determine irregular data accesses from procedures which contributed heavily to the overall execution time. Wrappers built to replace these accesses with spatially adjacent data led to a significant improvement in the total execution time. On average, 20% reduction in time was achieved along with a 5% reduction in energy for SPEC\ 2006 and 11% reduction in time was achieved along with a 6% reduction in energy for SPLASH-2. ","Dynamic binary optimization, Data shapers, Spatial locality, Performance optimization, Time and energy ",7,"","Integration the \{VLSI\} Journal","58",,"","311 - 319","","http://www.sciencedirect.com/science/article/pii/S016792601630178X","","","","",""
"5090916",IEEE,"10.1109/DATE.2009.5090916",InProceedings,"Vecchie, E.; Talpin, J. P. & Schneider, K.","Separate compilation and execution of imperative synchronous modules",2009,"The compilation of imperative synchronous languages like Esterel has been widely studied, the separate compilation of synchronous modules has not, and remains a challenge. We propose a new compilation method inspired by traditional sequential code generation techniques to produce coroutines whose hierarchical structure reflects the control flow of the original source code. A minimalistic runtime system executes separately compiled modules.","data flow analysis;program compilers;Esterel language;imperative synchronous language;imperative synchronous modules;minimalistic runtime system;module compilation;module execution;sequential code generation;source code control flow;Automata;Computational modeling;Computer languages;Domain specific languages;Embedded system;Flow graphs;Intellectual property;Real time systems;Virtual prototyping;Yarn",6,"","","",,"April","1580-1583","","","2009 Design, Automation Test in Europe Conference Exhibition","","","",""
"Varghese2015",SpringerLink,"10.1007/978-1-4842-1052-9_1",InBook,"Varghese, Shiju","Getting Started with Go",2015,"Everything in this world is evolving, including computers and computer programming languages. Ideas and approaches for building applications are also evolving, based on past experience. Although highly evolved modern computers now have many CPU cores (32, 64, 128 and many more), we still cannot leverage the full power of modern computer hardware by using most of our existing programming languages and tools. Our programs still run slowly, even in high-powered servers with many CPU cores.","",5,"978-1-4842-1052-9","","",,"","1--14","Berkeley, CA","https://doi.org/10.1007/978-1-4842-1052-9_1","Web Development with Go: Building Scalable Web Apps and RESTful Services","","","","Apress"
"Varga2010",SpringerLink,"10.1007/978-3-642-12331-3_3",InBook,"Varga, Andras","OMNeT++",2010,"OMNeT++ (                                  www.omnetpp.org                                              ) is an extensible, modular, component-based C++ simulation library and framework which also includes an integrated development and a graphical runtime environment. Domain-specific functionality (support for simulation of communication networks, queuing networks, performance evaluation, etc.) is provided by model frameworks, developed as independent projects. There are extensions for real-time simulation, network emulation, support for alternative programming languages (Java, C), database integration, SystemC integration, HLA and several other functions.","",5,"978-3-642-12331-3","","",,"","35--59","Berlin, Heidelberg","https://doi.org/10.1007/978-3-642-12331-3_3","Modeling and Tools for Network Simulation","","","Wehrle, Klaus; Güneş, Mesut & Gross, James","Springer Berlin Heidelberg"
"Vajda2011",SpringerLink,"10.1007/978-1-4419-9739-5_8",InBook,"Vajda, András","Introduction to Programming Models",2011,"In this chapter we introduce the foundations for the programming models we consider most suitable for programming many-core chips: communicating sequential processes (CSP), the Actor model and the task based model. For each of these, we shortly survey and compare the most commonly available programming language implementations: the goal is to lay the groundwork for the more in-depth analysis and presentation in the next chapter. An important part of the chapter will deal with the comparative analysis of thread/process based and task based parallelism, as well as an analysis of shared memory based models.","",5,"978-1-4419-9739-5","","",,"","153--173","Boston, MA","https://doi.org/10.1007/978-1-4419-9739-5_8","Programming Many-Core Chips","","","","Springer US"
